signal_id,recorded_at_utc,analysis_date,evaluation_due_date,direction,score,signal_strength,primary_horizon_months,gold_price_start_usd_oz,gold_price_observed_at_utc,gold_source,model_version,git_commit,mvp_coverage,drivers_json
2026-08__2.0.0-mvp,2026-08-29T14:10:05.897759+00:00,2026-08-21,2026-09-29,OP,0.31,31,1,4454.925,2026-08-29T14:09:09+00:00,GoldAPI XAU/USD,2.0.0-mvp,7a20ab1,5/5,"[{""noegle"":""dollarindeks"",""navn"":""Dollarindeks (DXY)"",""bidrag"":0.8408},{""noegle"":""inflationsforventning"",""navn"":""10-årig inflationsforventning"",""bidrag"":0.2638},{""noegle"":""fed_forventning"",""navn"":""Forventet Fed-rente"",""bidrag"":0.1595},{""noegle"":""vix"",""navn"":""VIX"",""bidrag"":-0.1564},{""noegle"":""realrente_10aar"",""navn"":""Amerikansk 10-årig realrente"",""bidrag"":0.0999}]"
